Crash ID,Location ID
20244020,146
20244023,146
20244076,146
20214022,146
20204079,146
20144054,146
20244055,1727
20244059,1727
20244031,1727
20214015,1727
20184062,1727
20164020,1727
20144079,1727
20241094,1120
20231119,1120
20231284,1120
20231222,1120
20221023,1120
20211234,1120
20211116,1120
20211048,1120
20211117,1120
20211004,1120
20211138,1120
20181151,1120
20181161,1120
20181153,1120
20171010,1120
20171005,1120
20171338,1120
20171071,1120
20161192,1120
20161067,1120
20161318,1120
20161337,1120
20151308,1120
20243160,895
20243124,895
20233134,895
20233147,895
20223180,895
20223054,895
20223266,895
20223094,895
20223137,895
20213118,895
20203178,895
20203100,895
20193148,895
20193006,895
20193090,895
20193127,895
20183206,895
20183045,895
20173059,895
20173028,895
20173020,895
20243209,296
20243104,296
20223059,296
20223175,296
20244001,1729
20244028,1729
20244035,1729
20244046,1729
20234042,1729
20224061,1729
20214006,1729
20194008,1729
20194039,1729
20184028,1729
20174072,1729
20154078,1729
20243243,874
20243018,874
20243216,874
20233021,874
20233146,874
20233256,874
20223016,874
20223188,874
20223270,874
20213004,874
20213005,874
20203167,874
20203223,874
20203193,874
20203143,874
20203235,874
20203037,874
20203080,874
20203096,874
20203069,874
20193123,874
20193195,874
20193144,874
20183219,874
20183179,874
20183036,874
20183107,874
20183198,874
20183032,874
20183216,874
20173050,874
20173083,874
20173194,874
20173129,874
20173021,874
20173210,874
20173223,874
20173167,874
20173013,874
20246016,834
20226026,834
20196011,834
20241119,1201
20241093,1201
20201204,1201
20191246,1201
20181124,1201
20241169,1114
20231260,1114
20181015,1114
20171275,1114
20171210,1114
20151144,1114
20151025,1114
20151131,1114
20241291,565
20241233,565
20241010,565
20231211,565
20221167,565
20181211,565
20171069,565
20171001,565
20171190,565
20161354,565
20161279,565
20161048,565
20243036,2253
20233032,2253
20233137,2253
20233216,2253
20233182,2253
20223134,2253
20223184,2253
20203098,2253
20203104,2253
20183015,2253
20183164,2253
20173078,2253
20173168,2253
20173161,2253
20244026,1640
20204084,1640
20164004,1640
20144074,1640
20241077,751
20201206,751
20191151,751
20171272,751
20161238,751
20241028,760
20241175,760
20241264,760
20221216,760
20211080,760
20201186,760
20201209,760
20201061,760
20201230,760
20191268,760
20181324,760
20171133,760
20171226,760
20171017,760
20161191,760
20151300,760
20241022,1233
20231199,1233
20221085,1233
20211256,1233
20211030,1233
20191219,1233
20181144,1233
20171024,1233
20243015,868
20233104,868
20233158,868
20213031,868
20213230,868
20241098,1115
20191265,1115
20181129,1115
20243114,1466
20233198,1466
20213045,1466
20183141,1466
20241040,1245
20241096,1245
20241064,1245
20211149,1245
20201240,1245
20171036,1245
20161041,1245
20151071,1245
20241174,361
20241037,361
20241063,361
20241292,361
20241024,361
20231128,361
20231224,361
20231265,361
20211177,361
20211096,361
20201076,361
20191255,361
20191177,361
20181010,361
20181150,361
20181240,361
20181182,361
20181126,361
20181267,361
20171334,361
20171319,361
20171181,361
20171298,361
20161323,361
20161193,361
20161280,361
20161175,361
20161125,361
20151315,361
20151233,361
20151083,361
20151020,361
20151160,361
20241088,1239
20241210,1239
20241183,1239
20201233,1239
20191190,1239
20181326,1239
20151188,1239
20241255,325
20241190,325
20241038,325
20241113,325
20231275,325
20201248,325
20181175,325
20161057,325
20161295,325
20151082,325
20151125,325
20151186,325
20241053,427
20181200,427
20171221,427
20243046,1973
20243019,1973
20213093,1973
20213048,1973
20203187,1973
20183094,1973
20173105,1973
20173063,1973
20241080,1261
20241251,1261
20241145,1261
20231034,1261
20231270,1261
20221176,1261
20221152,1261
20191284,1261
20171324,1261
20161260,1261
20161030,1261
20151249,1261
20151114,1261
20243044,390
20233015,390
20223156,390
20223109,390
20203197,390
20173089,390
20241274,1799
20241128,1799
20221203,1799
20211083,1799
20201080,1799
20201013,1799
20171186,1799
20241181,1160
20231173,1160
20191006,1160
20191021,1160
20161012,1160
20243110,1479
20244044,173
20244039,173
20244082,173
20234033,173
20224015,173
20214035,173
20184005,173
20164063,173
20243147,291
20243109,291
20243116,291
20243057,291
20233160,291
20233199,291
20223143,291
20223083,291
20213150,291
20203201,291
20203015,291
20183078,291
20173215,291
20173023,291
20244019,1634
20174036,1634
20154067,1634
20241194,1956
20221067,1956
20221238,1956
20221138,1956
20211250,1956
20201081,1956
20201179,1956
20191221,1956
20181288,1956
20171216,1956
20161267,1956
20151247,1956
20241139,1922
20231123,1922
20221249,1922
20201046,1922
20191198,1922
20181173,1922
20161115,1922
20161120,1922
20151077,1922
20241197,721
20231261,721
20231196,721
20221213,721
20221171,721
20201116,721
20181275,721
20181245,721
20171037,721
20171273,721
20151143,721
20243220,289
20243258,289
20223026,289
20203150,289
20173133,289
20243267,1126
20223042,1126
20223176,1126
20213244,1126
20213109,1126
20203057,1126
20183133,1126
20241057,1506
20221259,1506
20211245,1506
20181219,1506
20161251,1506
20161035,1506
20161209,1506
20161130,1506
20243174,869
20243083,869
20213068,869
20213013,869
20173178,869
20241166,1515
20211154,1515
20151212,1515
20243213,2246
20243005,2246
20243081,2246
20243050,2246
20233154,2246
20233086,2246
20233092,2246
20223173,2246
20223032,2246
20213236,2246
20213065,2246
20203049,2246
20203153,2246
20203056,2246
20203054,2246
20203224,2246
20193153,2246
20193146,2246
20193076,2246
20193138,2246
20193121,2246
20193100,2246
20183171,2246
20183103,2246
20173024,2246
20242089,913
20222025,913
20212157,913
20212055,913
20212046,913
20202133,913
20202098,913
20182029,913
20182114,913
20172189,913
20243073,239
20243170,239
20243106,239
20243118,239
20243157,239
20243262,239
20233046,239
20223199,239
20223099,239
20223113,239
20223208,239
20223221,239
20223102,239
20223149,239
20223106,239
20223021,239
20213052,239
20213029,239
20213105,239
20213091,239
20213036,239
20203052,239
20203129,239
20203248,239
20183193,239
20183169,239
20183187,239
20183004,239
20173181,239
20173052,239
20173198,239
20241027,1580
20221196,1580
20211041,1580
20211179,1580
20191001,1580
20151191,1580
20241163,1242
20241231,1242
20211075,1242
20201097,1242
20181220,1242
20171032,1242
20243143,897
20243173,897
20233152,897
20233128,897
20213099,897
20241222,1953
20211252,1953
20191128,1953
20161006,1953
20241218,352
20241217,352
20241084,352
20231032,352
20221116,352
20221199,352
20221026,352
20201200,352
20171152,352
20171307,352
20171063,352
20161273,352
20151005,352
20243249,373
20213104,373
20213221,373
20183098,373
20173152,373
20243098,2247
20243108,2247
20233254,2247
20233071,2247
20213112,2247
20213059,2247
20213110,2247
20213215,2247
20203185,2247
20203027,2247
20203176,2247
20203188,2247
20203018,2247
20203182,2247
20183178,2247
20183218,2247
20183195,2247
20173048,2247
20173029,2247
20173088,2247
20173218,2247
20241306,1792
20241147,1792
20221229,1792
20151271,1792
20151201,1792
20243037,286
20243223,286
20233192,286
20223215,286
20223007,286
20213006,286
20213037,286
20213025,286
20203146,286
20203087,286
20193009,286
20193091,286
20183053,286
20173193,286
20244083,67
20234052,67
20224026,67
20224004,67
20214027,67
20204075,67
20204025,67
20184067,67
20174012,67
20174076,67
20144094,67
20241196,728
20241224,728
20211045,728
20201187,728
20201101,728
20191143,728
20181099,728
20181003,728
20181020,728
20161340,728
20161153,728
20242023,1003
20242142,1003
20242017,1003
20242105,1003
20222097,1003
20212138,1003
20192242,1003
20172001,1003
20152029,1003
20242230,2016
20242025,2016
20152221,2016
20242127,1049
20242120,798
20212075,798
20212104,798
20192198,798
20241106,1507
20241304,1507
20221071,1507
20221151,1507
20211031,1507
20201211,1507
20191116,1507
20181062,1507
20181122,1507
20171310,1507
20151018,1507
20241230,1784
20151076,1784
20241055,363
20231107,363
20221084,363
20221104,363
20211259,363
20211084,363
20211109,363
20201106,363
20201039,363
20181300,363
20181096,363
20181296,363
20171224,363
20171056,363
20171194,363
20161315,363
20161163,363
20151272,363
20151274,363
20151102,363
20151242,363
20241267,720
20211066,720
20201043,720
20181055,720
20151037,720
20242260,987
20242121,987
20242199,987
20232119,987
20232175,987
20222178,987
20222216,987
20222226,987
20212160,987
20202179,987
20192222,987
20192200,987
20172185,987
20152093,987
20242057,1000
20182088,1000
20172144,1000
20172010,1000
20172021,1000
20152148,1000
20152164,1000
20243153,1488
20223233,1488
20213061,1488
20242161,991
20222192,991
20202033,991
20172181,991
20152008,991
20152190,991
20241236,1105
20241060,1105
20241182,1105
20231133,1105
20231036,1105
20221125,1105
20211068,1105
20211033,1105
20201257,1105
20191171,1105
20191081,1105
20191022,1105
20181268,1105
20181306,1105
20171015,1105
20171340,1105
20161320,1105
20161034,1105
20161095,1105
20161137,1105
20161038,1105
20161183,1105
20161311,1105
20243172,395
20241188,1107
20241152,1107
20241036,1107
20241012,1107
20231226,1107
20231069,1107
20221132,1107
20221046,1107
20221019,1107
20211246,1107
20201153,1107
20191023,1107
20191070,1107
20191084,1107
20171154,1107
20171243,1107
20171316,1107
20171312,1107
20171011,1107
20161276,1107
20151185,1107
20151310,1107
20151167,1107
20243191,770
20243100,770
20233222,770
20233090,770
20193169,770
20241256,719
20191048,719
20181320,719
20171323,719
20242019,2014
20232074,2014
20232081,2014
20222052,2014
20222144,2014
20212018,2014
20192168,2014
20192141,2014
20182071,2014
20152079,2014
20243008,2244
20233236,2244
20223264,2244
20213195,2244
20203163,2244
20183150,2244
20243001,297
20243270,297
20233070,297
20233213,297
20213130,297
20203114,297
20193034,297
20173189,297
20243041,516
20243247,516
20243242,516
20243051,516
20223011,516
20213148,516
20203202,516
20183168,516
20183060,516
20244021,97
20244006,97
20194036,97
20174091,97
20164051,97
20164028,97
20154088,97
20243113,236
20243141,236
20233040,236
20223140,236
20213199,236
20203046,236
20193113,236
20183210,236
20183213,236
20183013,236
20183147,236
20173204,236
20173005,236
20173081,236
20241107,417
20231193,417
20231015,417
20221062,417
20201195,417
20191158,417
20171331,417
20161293,417
20243022,606
20243212,606
20243199,606
20243222,606
20243259,606
20233077,606
20223181,606
20223071,606
20223110,606
20213144,606
20213115,606
20203152,606
20203030,606
20203161,606
20203168,606
20203085,606
20193179,606
20183035,606
20183158,606
20173011,606
20248002,110
20248005,110
20248011,110
20238004,110
20238003,110
20238002,110
20228003,110
20228013,110
20228014,110
20228005,110
20228010,110
20228011,110
20228001,110
20208004,110
20158009,110
20158001,110
20158002,110
20242088,1148
20232136,1148
20212135,1148
20192244,1148
20182122,1148
20172137,1148
20241173,1227
20241135,1227
20241243,1227
20231189,1227
20231017,1227
20231099,1227
20181128,1227
20181155,1227
20171144,1227
20171196,1227
20161047,1227
20151237,1227
20241004,1927
20241105,1927
20221143,1927
20191100,1927
20181060,1927
20171093,1927
20171039,1927
20161219,1927
20161172,1927
20161005,1927
20151281,1927
20246004,854
20246006,854
20236033,854
20226022,854
20216006,854
20206020,854
20186029,854
20166002,854
20156007,854
20241201,335
20191214,335
20171343,335
20241029,344
20241226,344
20231280,344
20211231,344
20191209,344
20191103,344
20171351,344
20171057,344
20161136,344
20244024,145
20244015,145
20214039,145
20204062,145
20194012,145
20184045,145
20174006,145
20174071,145
20164053,145
20154054,145
20154056,145
20144087,145
20241215,1177
20243186,1974
20233078,1974
20233016,1974
20233034,1974
20223072,1974
20223205,1974
20213123,1974
20203155,1974
20203022,1974
20173069,1974
20243208,249
20233231,249
20223136,249
20203148,249
20203082,249
20193035,249
20173140,249
20173002,249
20241134,1796
20231197,1796
20221091,1796
20221093,1796
20221119,1796
20221115,1796
20211090,1796
20201146,1796
20191092,1796
20191075,1796
20191191,1796
20191297,1796
20191316,1796
20181028,1796
20171250,1796
20161199,1796
20243040,498
20243137,498
20243091,498
20233153,498
20233123,498
20223012,498
20223250,498
20213042,498
20203238,498
20173142,498
20241263,421
20241049,421
20231129,421
20161305,421
20241302,322
20231191,322
20231031,322
20221058,322
20191294,322
20181041,322
20171171,322
20171233,322
20171325,322
20161220,322
20161036,322
20243248,1141
20243178,1141
20243179,1141
20233126,1141
20233159,1141
20213098,1141
20203233,1141
20193040,1141
20193059,1141
20183116,1141
20183054,1141
20173146,1141
20173183,1141
20243096,2260
20233149,2260
20223025,2260
20223204,2260
20213076,2260
20213121,2260
20193080,2260
20193077,2260
20193058,2260
20183026,2260
20183109,2260
20183093,2260
20183028,2260
20173004,2260
20173100,2260
20241150,1876
20241262,1876
20241172,1876
20231170,1876
20211146,1876
20181119,1876
20181101,1876
20151290,1876
20241247,338
20201180,338
20171009,338
20241234,332
20231176,332
20221245,332
20221251,332
20221241,332
20211073,332
20191093,332
20191164,332
20181287,332
20181322,332
20161353,332
20151079,332
20151084,332
20242110,202
20232061,202
20232189,202
20232160,202
20212201,202
20202170,202
20202022,202
20202140,202
20192165,202
20192213,202
20192201,202
20192235,202
20182033,202
20182014,202
20182104,202
20182200,202
20172033,202
20152220,202
20152153,202
20152143,202
20242052,982
20232065,982
20222082,982
20212190,982
20243144,394
20243264,394
20223213,394
20213242,394
20213032,394
20213094,394
20203121,394
20203004,394
20203126,394
20183050,394
20183113,394
20241235,756
20241141,756
20241026,756
20221255,756
20221260,756
20201053,756
20191117,756
20161086,756
20151187,756
20151193,756
20243087,2270
20223153,2270
20244061,1719
20241009,1530
20241074,1530
20231093,1530
20221025,1530
20201182,1530
20191222,1530
20191152,1530
20181095,1530
20171137,1530
20161017,1530
20161202,1530
20161100,1530
20161252,1530
20161084,1530
20151293,1530
20151152,1530
20151165,1530
20151088,1530
20241072,1110
20211211,1110
20191046,1110
20181213,1110
20171125,1110
20161081,1110
20243129,773
20233014,773
20233237,773
20233226,773
20223147,773
20223259,773
20223236,773
20213177,773
20213128,773
20213205,773
20193052,773
20193056,773
20183076,773
20173126,773
20242219,1273
20242150,1273
20212037,1273
20192107,1273
20192001,1273
20192109,1273
20241219,1774
20181046,1774
20181029,1774
20161042,1774
20151063,1774
20244010,170
20244036,170
20244040,66
20244003,66
20234108,66
20224012,66
20224057,66
20174057,66
20174018,66
20154005,66
20243171,287
20233219,287
20223148,287
20223234,287
20223104,287
20203083,287
20203250,287
20203135,287
20193159,287
20193145,287
20193085,287
20193022,287
20183025,287
20183019,287
20173174,287
20173112,287
20242075,1999
20242197,1999
20212080,1999
20192233,1999
20192118,1999
20152192,1999
20243079,1490
20241045,735
20211217,735
20181298,735
20171117,735
20243017,383
20243233,383
20243021,383
20243271,383
20243112,383
20243060,383
20233056,383
20233105,383
20223163,383
20223262,383
20223122,383
20241160,1588
20231038,1588
20211029,1588
20161229,1588
20241081,437
20241186,437
20231088,437
20231065,437
20221004,437
20221254,437
20211036,437
20201158,437
20191314,437
20181103,437
20181272,437
20241209,1889
20231269,1889
20201219,1889
20191270,1889
20191172,1889
20242140,2018
20212092,2018
20182157,2018
20243107,288
20233033,288
20223254,288
20213120,288
20203074,288
20193032,288
20193010,288
20243020,1771
20233212,1771
20233065,1771
20223120,1771
20223216,1771
20223263,1771
20223244,1771
20223047,1771
20213137,1771
20213101,1771
20213097,1771
20213017,1771
20213033,1771
20213233,1771
20213131,1771
20203105,1771
20203063,1771
20203160,1771
20203077,1771
20203020,1771
20183190,1771
20173037,1771
20173065,1771
20173172,1771
20173227,1771
20173060,1771
20241151,582
20191045,582
20243158,898
20243111,898
20243154,898
20233135,898
20223170,898
20223235,898
20223019,898
20213039,898
20203086,898
20203147,898
20183161,898
20183063,898
20183142,898
20183030,898
20183056,898
20173211,898
20173092,898
20241286,741
20243102,1765
20223265,1765
20213064,1765
20203017,1765
20193167,1765
20193130,1765
20193082,1765
20183081,1765
20183130,1765
20173064,1765
20241303,1272
20241086,1272
20181308,1272
20244018,44
20194064,44
20242022,645
20241257,414
20243089,763
20223046,763
20223190,763
20193054,763
20242181,792
20242268,792
20232222,792
20212177,792
20212116,792
20182072,792
20152200,792
20243082,886
20243183,886
20233176,886
20233017,886
20233006,886
20233112,886
20223087,886
20223116,886
20203060,886
20193184,886
20173143,886
20173097,886
20243150,1772
20243024,1772
20243071,1772
20233012,1772
20223096,1772
20223183,1772
20223040,1772
20213222,1772
20203123,1772
20193070,1772
20193192,1772
20183173,1772
20183090,1772
20173010,1772
20173084,1772
20173027,1772
20173046,1772
20173159,1772
20243239,493
20233098,493
20223030,493
20213158,493
20213186,493
20213022,493
20193029,493
20193030,493
20183155,493
20183217,493
20242040,2026
20232164,2026
20192020,2026
20192192,2026
20182084,2026
20172223,2026
20172142,2026
20243084,1132
20243131,1132
20243119,1132
20233195,1132
20233151,1132
20233060,1132
20233047,1132
20223253,1132
20223174,1132
20213187,1132
20213095,1132
20203011,1132
20203237,1132
20203239,1132
20203066,1132
20193176,1132
20193173,1132
20193126,1132
20193051,1132
20193120,1132
20173104,1132
20173185,1132
20173163,1132
20241030,695
20221190,695
20211021,695
20211212,695
20211111,695
20201144,695
20201198,695
20201074,695
20181070,695
20181227,695
20171211,695
20171013,695
20243127,877
20233193,877
20203125,877
20243003,783
20243219,783
20223079,783
20213238,783
20193043,783
20173224,783
20243266,1990
20243121,878
20243169,878
20243192,878
20243115,878
20233116,878
20233061,878
20213024,878
20213239,878
20203212,878
20193020,878
20243072,889
20213170,889
20173219,889
20244057,59
20244070,59
20234090,59
20224030,59
20204065,59
20204015,59
20164035,59
20164054,59
20154015,59
20241091,550
20161062,550
20243201,2275
20233066,2275
20223160,2275
20203246,2275
20193024,2275
20173019,2275
20173044,2275
20242135,1275
20152184,1275
20243225,785
20233130,785
20233261,785
20233031,785
20223069,785
20223041,785
20213067,785
20203055,785
20193154,785
20193116,785
20193122,785
20193062,785
20183031,785
20183080,785
20183209,785
20183197,785
20173031,785
20173003,785
20173153,785
20173154,785
20173205,785
20241167,1887
20211202,1887
20211249,1887
20191088,1887
20171213,1887
20151250,1887
20244060,8
20234063,8
20234091,8
20214013,8
20214033,8
20174009,8
20154083,8
20144021,8
20241268,311
20221106,311
20181297,311
20151203,311
20244013,73
20244038,73
20224038,73
20194110,73
20174050,73
20174079,73
20164006,73
20154069,73
20154055,73
20243235,1130
20243165,1130
20243123,1130
20243250,1130
20233043,1130
20233208,1130
20233250,1130
20233166,1130
20223201,1130
20223182,1130
20213219,1130
20213224,1130
20203064,1130
20203184,1130
20203204,1130
20203091,1130
20203026,1130
20203200,1130
20183012,1130
20183040,1130
20183021,1130
20173179,1130
20173200,1130
20173149,1130
20173116,1130
20241266,745
20171101,745
20242080,2021
20241287,1892
20231188,1892
20231019,1892
20231092,1892
20221018,1892
20221156,1892
20211181,1892
20211065,1892
20211051,1892
20181130,1892
20181001,1892
20171098,1892
20161072,1892
20151204,1892
20151285,1892
20151137,1892
20243161,781
20233197,781
20223187,781
20213026,781
20203213,781
20203179,781
20203249,781
20183023,781
20183049,781
20242042,1053
20242065,1053
20232156,1053
20222010,1053
20222062,1053
20212154,1053
20212102,1053
20202195,1053
20192227,1053
20192234,1053
20152222,1053
20243210,381
20193023,381
20193140,381
20183159,381
20244025,178
20214094,178
20243088,304
20243030,304
20233139,304
20233124,304
20223157,304
20223169,304
20213243,304
20193019,304
20193149,304
20183068,304
20241211,1815
20221252,1815
20221150,1815
20201023,1815
20201239,1815
20181194,1815
20242007,674
20242241,674
20232190,674
20222047,674
20222228,674
20202040,674
20182111,674
20172038,674
20172085,674
20152168,674
20152071,674
20152127,674
20152129,674
20152140,674
20244062,99
20204052,99
20184049,99
20174089,99
20144075,99
20241137,1158
20241014,1158
20231084,1158
20191272,1158
20243117,610
20243053,610
20243026,610
20243054,610
20233131,610
20233162,610
20233029,610
20233211,610
20233239,610
20223028,610
20223044,610
20223162,610
20223139,610
20223212,610
20223124,610
20213149,610
20213040,610
20213126,610
20213209,610
20213089,610
20213168,610
20203062,610
20203209,610
20193064,610
20193150,610
20193041,610
20183033,610
20183073,610
20183041,610
20183192,610
20173030,610
20173121,610
20173006,610
20173033,610
20173067,610
20242081,937
20242108,937
20232050,937
20232229,937
20222190,937
20212110,937
20202006,937
20192022,937
20182192,937
20182039,937
20243206,225
20213200,225
20213124,225
20213179,225
20213201,225
20203225,225
20203044,225
20193124,225
20193055,225
20183122,225
20248003,111
20248008,111
20248001,111
20228002,111
20228007,111
20228015,111
20228012,111
20188008,111
20178004,111
20168001,111
20168009,111
20158013,111
20158014,111
20158006,111
20158012,111
20244032,53
20234055,53
20154019,53
20242138,812
20242082,812
20222111,812
20222224,812
20222155,812
20212185,812
20202079,812
20202065,812
20202036,812
20192078,812
20192217,812
20182030,812
20182077,812
20182195,812
20172092,812
20152088,812
20243198,1988
20242107,939
20192145,939
20172070,939
20243080,2252
20243122,2252
20223057,2252
20173014,2252
20242204,1035
20232080,1035
20152104,1035
20242139,1998
20222104,1998
20222078,1998
20241103,309
20191315,309
20191036,309
20181299,309
20161328,309
20151145,309
20151086,309
20151069,309
20151231,309
20242129,599
20172017,599
20244027,22
20244049,22
20234001,22
20224029,22
20204061,22
20204039,22
20194043,22
20144059,22
20243006,222
20233142,222
20223154,222
20223121,222
20213075,222
20213189,222
20213043,222
20213191,222
20203194,222
20183064,222
20173145,222
20241237,700
20231105,700
20171192,700
20241052,708
20241308,1178
20231056,1178
20221099,1178
20211087,1178
20201159,1178
20201089,1178
20246027,635
20196005,635
20176022,635
20156020,635
20156013,635
20244072,82
20234085,82
20154044,82
20241195,473
20241252,473
20231233,473
20211035,473
20201172,473
20191005,473
20191129,473
20181022,473
20161197,473
20161309,473
20161270,473
20151023,473
20244043,3
20234078,3
20184014,3
20174069,3
20174092,3
20164071,3
20241102,1911
20221163,1911
20221070,1911
20211225,1911
20211168,1911
20211260,1911
20211019,1911
20201037,1911
20191024,1911
20181250,1911
20171235,1911
20161008,1911
20161213,1911
20161141,1911
20243194,237
20243070,237
20223090,237
20223245,237
20203191,237
20193175,237
20193047,237
20183143,237
20183086,237
20173141,237
20173119,237
20173157,237
20241189,1521
20241085,1521
20211175,1521
20201132,1521
20191188,1521
20181184,1521
20161304,1521
20161222,1521
20151261,1521
20242115,1600
20242132,1600
20242165,1600
20242117,1600
20232063,1600
20232212,1600
20232233,1600
20232177,1600
20222236,1600
20222007,1600
20212015,1600
20212114,1600
20202132,1600
20202103,1600
20192148,1600
20172176,1600
20172050,1600
20152095,1600
20242167,1010
20242228,1010
20241016,1573
20201033,1573
20151161,1573
20243234,872
20243078,872
20243205,872
20243253,872
20243159,872
20233011,872
20233042,872
20233207,872
20233178,872
20233164,872
20223058,872
20223131,872
20223055,872
20223068,872
20223105,872
20223063,872
20223243,872
20223020,872
20223240,872
20223227,872
20213087,872
20213133,872
20213103,872
20213211,872
20213049,872
20213122,872
20213198,872
20203198,872
20203045,872
20203023,872
20183128,872
20183083,872
20183163,872
20183071,872
20183121,872
20173045,872
20173022,872
20246025,1740
20216010,1740
20206007,1740
20241220,698
20241033,698
20221021,698
20201095,698
20191169,698
20181030,698
20171033,698
20161314,698
20161241,698
20241034,1557
20211214,1557
20171286,1557
20161152,1557
20151169,1557
20242012,692
20242195,692
20243009,1769
20183135,1769
20241269,715
20242093,911
20182045,911
20172071,911
20242176,675
20212196,675
20182149,675
20182115,675
20172225,675
20242255,120
20222112,120
20212086,120
20202172,120
20182095,120
20182031,120
20152018,120
20241066,1757
20241249,1757
20231106,1757
20231022,1757
20221072,1757
20191293,1757
20171294,1757
20161105,1757
20161025,1757
20242175,1042
20182143,1042
20243207,393
20243085,393
20243184,393
20243068,393
20243016,393
20233050,393
20223217,393
20223210,393
20213028,393
20193152,393
20193018,393
20193133,393
20183151,393
20183104,393
20173108,393
20242029,1026
20202007,1026
20192037,1026
20192081,1026
20182193,1026
20241246,1156
20241078,1535
20231290,1535
20221110,1535
20221088,1535
20191311,1535
20191241,1535
20161316,1535
20243064,2268
20243142,2268
20243166,2268
20233013,2268
20223223,2268
20213056,2268
20203115,2268
20203120,2268
20183156,2268
20183201,2268
20183146,2268
20173085,2268
20241013,1229
20246019,1739
20226040,1739
20216008,1739
20206014,1739
20206026,1739
20196019,1739
20186032,1739
20156032,1739
20146009,1739
20242257,1151
20232215,1151
20222093,1151
20212060,1151
20172007,1151
20241138,1952
20241279,1952
20241272,1952
20231221,1952
20221207,1952
20211122,1952
20201075,1952
20191240,1952
20191301,1952
20191062,1952
20181311,1952
20181146,1952
20171025,1952
20171148,1952
20161326,1952
20161097,1952
20161073,1952
20151148,1952
20244014,38
20214038,38
20244069,1649
20244077,1649
20224019,1649
20214069,1649
20204071,1649
20184050,1649
20184017,1649
20184001,1649
20174021,1649
20144048,1649
20242053,1032
20222175,1032
20212198,1032
20212053,1032
20202114,1032
20182178,1032
20182056,1032
20182132,1032
20182144,1032
20182061,1032
20172045,1032
20172090,1032
20172029,1032
20152113,1032
20152016,1032
20243067,2263
20183115,2263
20242186,1086
20222217,1086
20222075,1086
20222188,1086
20212176,1086
20212057,1086
20212199,1086
20182096,1086
20182169,1086
20152025,1086
20242250,1146
20232109,1146
20232120,1146
20212097,1146
20202128,1146
20202161,1146
20192226,1146
20192024,1146
20182067,1146
20172003,1146
20172165,1146
20243167,1980
20223191,1980
20223115,1980
20213229,1980
20213020,1980
20203097,1980
20203111,1980
20193188,1980
20173041,1980
20173192,1980
20242098,1017
20242126,1017
20222164,1017
20152086,1017
20241179,1108
20241254,1108
20221180,1108
20211237,1108
20211153,1108
20191183,1108
20181215,1108
20181104,1108
20181078,1108
20181108,1108
20171131,1108
20171100,1108
20171271,1108
20242070,985
20212117,985
20202102,985
20243261,1487
20203042,1487
20243227,514
20243135,514
20233177,514
20213182,514
20183123,514
20242243,1033
20242144,1033
20222225,1033
20192086,1033
20152076,1033
20152199,1033
20152144,1033
20242102,1066
20242122,1066
20242078,1066
20232091,1066
20222214,1066
20222151,1066
20212180,1066
20202050,1066
20202116,1066
20202171,1066
20192004,1066
20192123,1066
20192080,1066
20182082,1066
20172004,1066
20172069,1066
20172044,1066
20172112,1066
20152010,1066
20152009,1066
20241109,572
20243187,2271
20223222,2271
20203031,2271
20193170,2271
20193104,2271
20173191,2271
20241301,1798
