Vehicle_ID,RoadUser_ID
V951,1040
V952,1041
V953,1042
V954,1043
V955,1044
V956,1045
V957,1046
V958,1047
V959,1048
V960,1049
V961,1050
V962,1051
V963,1052
V964,1053
V965,1054
V966,1055
V967,1056
V968,1057
V969,1058
V970,1059
V971,1060
V972,1061
V973,1062
V974,1063
V975,1064
V976,1065
V977,1066
V978,1067
V979,1068
V980,1069
,1070
,1071
V981,1072
V982,1073
V983,1074
V984,1075
V985,1076
V986,1077
V987,1078
V988,1079
V989,1080
V990,1081
V991,1082
V992,1083
V993,1084
V994,1085
V995,1086
V996,1087
V997,1088
V998,1089
V999,1090
,1091
V1000,1092
V1001,1093
V1002,1094
V1003,1095
V1004,1096
V1005,1097
V1006,1098
V1007,1099
V1008,1100
,1101
V1009,1102
V1010,1103
,1104
V1011,1105
V1012,1106
V1013,1107
V1014,1108
V1015,1109
V1016,1110
V1017,1111
V1018,1112
V1019,1113
V1020,1114
V1021,1115
V1022,1116
V1023,1117
V1024,1118
V1025,1119
V1026,1120
V1027,1121
V1028,1122
V1029,1123
V1030,1124
V1031,1125
V1032,1126
V1033,1127
V1034,1128
V1035,1129
V1036,1130
V1037,1131
V1038,1132
V1039,1133
V1040,1134
V1041,1135
V1042,1136
V1043,1137
V1044,1138
V1045,1139
,1140
V1046,1141
V1047,1142
V1048,1143
V1049,1144
V1050,1145
V1051,1146
V1052,1147
V1053,1148
V1054,1149
V1055,1150
V1056,1151
V1057,1152
V1058,1153
V1059,1154
V1060,1155
V1061,1156
V1062,1157
V1063,1158
V1064,1159
V1065,1160
V1066,1161
V1067,1162
V1068,1163
V1069,1164
V1070,1165
V1071,1166
V1072,1167
V1073,1168
V1074,1169
V1075,1170
V1076,1171
V1077,1172
V1078,1173
V1079,1174
,1175
V1080,1176
V1081,1177
V1082,1178
V1083,1179
V1084,1180
V1085,1181
V1086,1182
V1087,1183
V1088,1184
V1089,1185
V1090,1186
V1091,1187
V1092,1188
V1093,1189
V1094,1190
V1095,1191
V1096,1192
V1097,1193
V1098,1194
V1099,1195
V1100,1196
,1197
V1101,1198
V1102,1199
V1103,1200
V1104,1201
V1105,1202
V1106,1203
,1204
V1107,1205
V1108,1206
V1109,1207
,1208
,1209
V1110,1210
V1111,1211
V1112,1212
V1113,1213
V1114,1214
V1115,1215
V1116,1216
V1117,1217
V1118,1218
V1119,1219
V1120,1220
V1121,1221
V1122,1222
V1123,1223
V1124,1224
V1125,1225
V1126,1226
V1127,1227
V1128,1228
V1129,1229
V1130,1230
V1131,1231
V1132,1232
V1133,1233
V1134,1234
V1135,1235
V1136,1236
V1137,1237
,1238
V1138,1239
,1240
V1139,1241
V1140,1242
V1141,1243
V1142,1244
V1143,1245
V1144,1246
V1145,1247
V1146,1248
V1147,1249
V1148,1250
V1149,1251
V1150,1252
V1151,1253
V1152,1254
V1153,1255
V1154,1256
V1155,1257
V1156,1258
V1157,1259
V1158,1260
V1159,1261
V1160,1262
V1161,1263
V1162,1264
V1163,1265
,1266
V1164,1267
V1165,1268
V1166,1269
V1167,1270
V1168,1271
V1169,1272
V1170,1273
V1171,1274
V1172,1275
V1173,1276
V1174,1277
V1175,1278
V1176,1279
V1177,1280
V1178,1281
V1179,1282
V1180,1283
V1181,1284
V1182,1285
V1183,1286
V1184,1287
V1185,1288
V1186,1289
V1187,1290
,1291
V1188,1292
V1189,1293
V1190,1294
V1191,1295
V1192,1296
V1193,1297
V1194,1298
V1195,1299
V1196,1300
V1197,1301
V1198,1302
,1303
V1199,1304
V1200,1305
V1201,1306
V1202,1307
V1203,1308
V1204,1309
V1205,1310
V1206,1311
V1207,1312
,1313
V1208,1314
V1209,1315
V1210,1316
V1211,1317
V1212,1318
V1213,1319
V1214,1320
V1215,1321
V1216,1322
V1217,1323
V1218,1324
V1219,1325
V1220,1326
V1221,1327
V1222,1328
V1223,1329
V1224,1330
V1225,1331
V1226,1332
V1227,1333
V1228,1334
V1229,1335
V1230,1336
,1337
V1231,1338
V1232,1339
V1233,1340
V1234,1341
V1235,1342
V1236,1343
V1237,1344
V1238,1345
V1239,1346
V1240,1347
V1241,1348
V1242,1349
V1243,1350
V1244,1351
V1245,1352
V1246,1353
V1247,1354
V1248,1355
V1249,1356
V1250,1357
V1251,1358
V1252,1359
V1253,1360
V1254,1361
V1255,1362
V1256,1363
V1257,1364
V1258,1365
V1259,1366
V1260,1367
V1261,1368
V1262,1369
V1263,1370
V1264,1371
V1265,1372
V1266,1373
V1267,1374
V1268,1375
V1269,1376
V1270,1377
,1378
,1379
,1380
V1271,1381
V1272,1382
V1273,1383
V1274,1384
,1385
V1275,1386
V1276,1387
V1277,1388
V1278,1389
V1279,1390
V1280,1391
V1281,1392
V1282,1393
V1283,1394
V1284,1395
V1285,1396
,1397
V1286,1398
V1287,1399
V1288,1400
V1289,1401
V1290,1402
V1291,1403
V1292,1404
V1293,1405
V1294,1406
V1295,1407
V1296,1408
V1297,1409
V1298,1410
V1299,1411
,1412
,1413
V1300,1414
V1301,1415
V1302,1416
V1303,1417
V1304,1418
V1305,1419
V1306,1420
V1307,1421
V1308,1422
V1309,1423
V1310,1424
V1311,1425
V1312,1426
V1313,1427
V1314,1428
V1315,1429
V1316,1430
V1317,1431
V1318,1432
V1319,1433
V1320,1434
V1321,1435
V1322,1436
V1323,1437
V1324,1438
V1325,1439
V1326,1440
V1327,1441
V1328,1442
V1329,1443
V1330,1444
V1331,1445
V1332,1446
V1333,1447
V1334,1448
V1335,1449
V1336,1450
V1337,1451
V1338,1452
V1339,1453
V1340,1454
V1341,1455
V1342,1456
V1343,1457
V1344,1458
V1345,1459
V1346,1460
V1347,1461
V1348,1462
V1349,1463
V1350,1464
V1351,1465
V1352,1466
V1353,1467
V1354,1468
V1355,1469
V1356,1470
V1357,1471
V1358,1472
V1359,1473
V1360,1474
V1361,1475
V1362,1476
V1363,1477
V1364,1478
V1365,1479
V1366,1480
V1367,1481
V1368,1482
V1369,1483
V1370,1484
V1371,1485
V1372,1486
V1373,1487
V1374,1488
V1375,1489
V1376,1490
V1377,1491
V1378,1492
V1379,1493
V1380,1494
V1381,1495
V1382,1496
V1383,1497
V1384,1498
V1385,1499
V1386,1500
V1387,1501
V1388,1502
V1389,1503
V1390,1504
V1391,1505
V1392,1506
V1393,1507
V1394,1508
V1395,1509
V1396,1510
V1397,1511
V1398,1512
V1399,1513
V1400,1514
V1401,1515
V1402,1516
V1403,1517
V1404,1518
V1405,1519
V1406,1520
V1407,1521
V1408,1522
V1409,1523
V1410,1524
V1411,1525
V1412,1526
V1413,1527
V1414,1528
V1415,1529
V1416,1530
V1417,1531
V1418,1532
V1419,1533
V1420,1534
V1421,1535
V1422,1536
V1423,1537
V1424,1538
V1425,1539
V1426,1540
V1427,1541
V1428,1542
V1429,1543
V1430,1544
V1431,1545
V1432,1546
V1433,1547
V1434,1548
V1435,1549
V1436,1550
,1551
,1552
,1553
,1554
,1555
,1556
,1557
,1558
,1559
V1437,1560
V1438,1561
V1439,1562
V1440,1563
V1441,1564
V1442,1565
V1443,1566
V1444,1567
V1445,1568
V1446,1569
V1447,1570
V1448,1571
V1449,1572
V1450,1573
V1451,1574
V1452,1575
V1453,1576
V1454,1577
V1455,1578
V1456,1579
V1457,1580
V1458,1581
V1459,1582
V1460,1583
V1461,1584
V1462,1585
V1463,1586
V1464,1587
V1465,1588
,1589
V1466,1590
V1467,1591
V1468,1592
V1469,1593
V1470,1594
V1471,1595
V1472,1596
V1473,1597
V1474,1598
V1475,1599
V1476,1600
V1477,1601
V1478,1602
V1479,1603
V1480,1604
V1481,1605
V1482,1606
V1483,1607
V1484,1608
V1485,1609
V1486,1610
V1487,1611
V1488,1612
V1489,1613
,1614
V1490,1615
V1491,1616
V1492,1617
,1618
V1493,1619
V1494,1620
V1495,1621
V1496,1622
V1497,1623
V1498,1624
V1499,1625
V1500,1626
V1501,1627
V1502,1628
V1503,1629
V1504,1630
V1505,1631
V1506,1632
V1507,1633
V1508,1634
V1509,1635
V1510,1636
V1511,1637
V1512,1638
V1513,1639
V1514,1640
V1515,1641
V1516,1642
V1517,1643
V1518,1644
V1519,1645
V1520,1646
V1521,1647
,1648
V1522,1649
V1523,1650
V1524,1651
,1652
,1653
,1654
V1525,1655
V1526,1656
V1527,1657
V1528,1658
V1529,1659
V1530,1660
V1531,1661
V1532,1662
V1533,1663
V1534,1664
V1535,1665
V1536,1666
V1537,1667
V1538,1668
V1539,1669
V1540,1670
V1541,1671
V1542,1672
V1543,1673
V1544,1674
V1545,1675
V1546,1676
V1547,1677
V1548,1678
V1549,1679
V1550,1680
V1551,1681
V1552,1682
V1553,1683
V1554,1684
V1555,1685
V1556,1686
,1687
V1557,1688
V1558,1689
V1559,1690
,1691
,1692
V1560,1693
V1561,1694
V1562,1695
V1563,1696
V1564,1697
V1565,1698
V1566,1699
V1567,1700
,1701
,1702
,1703
,1704
V1568,1705
V1569,1706
V1570,1707
V1571,1708
V1572,1709
V1573,1710
V1574,1711
V1575,1712
V1576,1713
V1577,1714
V1578,1715
,1716
,1717
,1718
V1579,1719
V1580,1720
V1581,1721
V1582,1722
V1583,1723
V1584,1724
V1585,1725
V1586,1726
V1587,1727
V1588,1728
V1589,1729
V1590,1730
V1591,1731
V1592,1732
V1593,1733
V1594,1734
V1595,1735
V1596,1736
V1597,1737
V1598,1738
V1599,1739
V1600,1740
V1601,1741
V1602,1742
V1603,1743
V1604,1744
V1605,1745
V1606,1746
,1747
,1748
V1607,1749
V1608,1750
,1751
V1609,1752
V1610,1753
V1611,1754
V1612,1755
V1613,1756
V1614,1757
V1615,1758
V1616,1759
V1617,1760
V1618,1761
V1619,1762
,1763
V1620,1764
V1621,1765
V1622,1766
V1623,1767
V1624,1768
V1625,1769
,1770
,1771
V1626,1772
V1627,1773
V1628,1774
V1629,1775
V1630,1776
V1631,1777
V1632,1778
V1633,1779
V1634,1780
V1635,1781
V1636,1782
V1637,1783
V1638,1784
V1639,1785
V1640,1786
,1787
V1641,1788
V1642,1789
V1643,1790
V1644,1791
V1645,1792
V1646,1793
V1647,1794
V1648,1795
V1649,1796
V1650,1797
V1651,1798
V1652,1799
V1653,1800
V1654,1801
V1655,1802
V1656,1803
V1657,1804
V1658,1805
V1659,1806
,1807
V1660,1808
V1661,1809
V1662,1810
V1663,1811
V1664,1812
V1665,1813
V1666,1814
V1667,1815
V1668,1816
V1669,1817
V1670,1818
V1671,1819
V1672,1820
V1673,1821
V1674,1822
V1675,1823
V1676,1824
V1677,1825
V1678,1826
V1679,1827
V1680,1828
V1681,1829
V1682,1830
V1683,1831
V1684,1832
,1833
V1685,1834
V1686,1835
V1687,1836
V1688,1837
V1689,1838
V1690,1839
V1691,1840
V1692,1841
V1693,1842
V1694,1843
V1695,1844
V1696,1845
,1846
V1697,1847
V1698,1848
V1699,1849
V1700,1850
V1701,1851
V1702,1852
V1703,1853
V1704,1854
V1705,1855
V1706,1856
V1707,1857
V1708,1858
V1709,1859
V1710,1860
V1711,1861
V1712,1862
V1713,1863
V1714,1864
V1715,1865
V1716,1866
V1717,1867
V1718,1868
V1719,1869
V1720,1870
V1721,1871
V1722,1872
V1723,1873
V1724,1874
,1875
V1725,1876
V1726,1877
V1727,1878
V1728,1879
V1729,1880
V1730,1881
V1731,1882
V1732,1883
V1733,1884
V1734,1885
V1735,1886
V1736,1887
V1737,1888
V1738,1889
V1739,1890
V1740,1891
V1741,1892
V1742,1893
V1743,1894
V1744,1895
,1896
V1745,1897
V1746,1898
V1747,1899
V1748,1900
V1749,1901
V1750,1902
V1751,1903
V1752,1904
V1753,1905
V1754,1906
V1755,1907
V1756,1908
V1757,1909
V1758,1910
V1759,1911
V1760,1912
V1761,1913
,1914
V1762,1915
V1763,1916
V1764,1917
V1765,1918
V1766,1919
V1767,1920
V1768,1921
V1769,1922
V1770,1923
V1771,1924
V1772,1925
V1773,1926
V1774,1927
V1775,1928
V1776,1929
V1777,1930
V1778,1931
V1779,1932
V1780,1933
V1781,1934
V1782,1935
V1783,1936
V1784,1937
V1785,1938
V1786,1939
V1787,1940
V1788,1941
V1789,1942
,1943
V1790,1944
V1791,1945
V1792,1946
V1793,1947
,1948
V1794,1949
V1795,1950
V1796,1951
V1797,1952
V1798,1953
,1954
V1799,1955
V1800,1956
,1957
,1958
V1801,1959
V1802,1960
V1803,1961
V1804,1962
V1805,1963
V1806,1964
V1807,1965
,1966
V1808,1967
V1809,1968
V1810,1969
V1811,1970
,1971
,1972
,1973
V1812,1974
V1813,1975
V1814,1976
V1815,1977
V1816,1978
V1817,1979
V1818,1980
V1819,1981
V1820,1982
,1983
,1984
V1821,1985
V1822,1986
V1823,1987
V1824,1988
V1825,1989
V1826,1990
,1991
V1827,1992
V1828,1993
V1829,1994
,1995
V1830,1996
V1831,1997
,1998
V1832,1999
V1833,2000
V1834,2001
V1835,2002
V1836,2003
V1837,2004
V1838,2005
V1839,2006
V1840,2007
V1841,2008
V1842,2009
V1843,2010
V1844,2011
V1845,2012
V1846,2013
V1847,2014
V1848,2015
V1849,2016
V1850,2017
V1851,2018
V1852,2019
V1853,2020
V1854,2021
V1855,2022
V1856,2023
V1857,2024
V1858,2025
,2026
,2027
V1859,2028
V1860,2029
V1861,2030
V1862,2031
V1863,2032
V1864,2033
,2034
V1865,2035
V1866,2036
V1867,2037
V1868,2038
V1869,2039
V1870,2040
V1871,2041
V1872,2042
V1873,2043
V1874,2044
V1875,2045
V1876,2046
V1877,2047
V1878,2048
V1879,2049
V1880,2050
V1881,2051
V1882,2052
V1883,2053
V1884,2054
V1885,2055
V1886,2056
V1887,2057
V1888,2058
V1889,2059
V1890,2060
V1891,2061
V1892,2062
V1893,2063
,2064
V1894,2065
V1895,2066
V1896,2067
V1897,2068
V1898,2069
V1899,2070
V1900,2071
V1901,2072
V1902,2073
V1903,2074
V1904,2075
V1905,2076
V1906,2077
V1907,2078
V1908,2079
V1909,2080
V1910,2081
V1911,2082
V1912,2083
V1913,2084
V1914,2085
V1915,2086
V1916,2087
V1917,2088
V1918,2089
V1919,2090
V1920,2091
V1921,2092
V1922,2093
V1923,2094
V1924,2095
V1925,2096
,2097
V1926,2098
V1927,2099
V1928,2100
V1929,2101
V1930,2102
V1931,2103
V1932,2104
,2105
V1933,2106
V1934,2107
V1935,2108
V1936,2109
V1937,2110
V1938,2111
V1939,2112
V1940,2113
V1941,2114
V1942,2115
V1943,2116
V1944,2117
V1945,2118
V1946,2119
V1947,2120
V1948,2121
V1949,2122
V1950,2123
,2124
V1951,2125
V1952,2126
V1953,2127
V1954,2128
V1955,2129
V1956,2130
V1957,2131
V1958,2132
V1959,2133
V1960,2134
V1961,2135
V1962,2136
V1963,2137
V1964,2138
,2139
V1965,2140
V1966,2141
V1967,2142
V1968,2143
V1969,2144
V1970,2145
V1971,2146
V1972,2147
V1973,2148
V1974,2149
V1975,2150
V1976,2151
V1977,2152
V1978,2153
V1979,2154
V1980,2155
V1981,2156
,2157
V1982,2158
V1983,2159
V1984,2160
V1985,2161
V1986,2162
V1987,2163
,2164
,2165
V1988,2166
V1989,2167
V1990,2168
V1991,2169
V1992,2170
V1993,2171
V1994,2172
V1995,2173
V1996,2174
V1997,2175
V1998,2176
V1999,2177
V2000,2178
V2001,2179
V2002,2180
V2003,2181
V2004,2182
V2005,2183
V2006,2184
V2007,2185
V2008,2186
V2009,2187
V2010,2188
V2011,2189
V2012,2190
V2013,2191
V2014,2192
V2015,2193
V2016,2194
V2017,2195
V2018,2196
V2019,2197
V2020,2198
,2199
V2021,2200
V2022,2201
V2023,2202
V2024,2203
V2025,2204
V2026,2205
V2027,2206
V2028,2207
V2029,2208
V2030,2209
V2031,2210
V2032,2211
V2033,2212
V2034,2213
V2035,2214
V2036,2215
V2037,2216
V2038,2217
V2039,2218
V2040,2219
V2041,2220
V2042,2221
V2043,2222
,2223
V2044,2224
V2045,2225
V2046,2226
V2047,2227
V2048,2228
V2049,2229
V2050,2230
V2051,2231
V2052,2232
V2053,2233
V2054,2234
V2055,2235
V2056,2236
V2057,2237
V2058,2238
V2059,2239
V2060,2240
V2061,2241
V2062,2242
V2063,2243
V2064,2244
V2065,2245
V2066,2246
V2067,2247
V2068,2248
V2069,2249
V2070,2250
V2071,2251
V2072,2252
V2073,2253
V2074,2254
V2075,2255
V2076,2256
V2077,2257
V2078,2258
V2079,2259
V2080,2260
V2081,2261
V2082,2262
V2083,2263
V2084,2264
V2085,2265
V2086,2266
V2087,2267
V2088,2268
V2089,2269
V2090,2270
,2271
,2272
,2273
,2274
V2091,2275
V2092,2276
V2093,2277
V2094,2278
V2095,2279
V2096,2280
V2097,2281
V2098,2282
V2099,2283
V2100,2284
V2101,2285
V2102,2286
V2103,2287
V2104,2288
,2289
V2105,2290
V2106,2291
V2107,2292
V2108,2293
V2109,2294
V2110,2295
,2296
V2111,2297
V2112,2298
V2113,2299
V2114,2300
V2115,2301
V2116,2302
,2303
V2117,2304
V2118,2305
V2119,2306
V2120,2307
V2121,2308
V2122,2309
V2123,2310
V2124,2311
V2125,2312
V2126,2313
,2314
,2315
V2127,2316
V2128,2317
V2129,2318
V2130,2319
V2131,2320
V2132,2321
V2133,2322
V2134,2323
V2135,2324
V2136,2325
V2137,2326
V2138,2327
V2139,2328
V2140,2329
V2141,2330
V2142,2331
V2143,2332
V2144,2333
V2145,2334
V2146,2335
V2147,2336
V2148,2337
V2149,2338
V2150,2339
V2151,2340
V2152,2341
V2153,2342
V2154,2343
V2155,2344
V2156,2345
V2157,2346
V2158,2347
V2159,2348
V2160,2349
V2161,2350
V2162,2351
V2163,2352
V2164,2353
V2165,2354
V2166,2355
V2167,2356
V2168,2357
V2169,2358
V2170,2359
V2171,2360
V2172,2361
