Crash ID,Crash Type,Speed Limit,Time,Year,Month,Dayweek,Day of week,Time of day
20243113,Single,60,23:00,2024,11,Saturday,Weekend,Night
20241107,Single,100,23:24,2024,11,Saturday,Weekend,Night
20243022,Single,60,0:00,2024,11,Sunday,Weekend,Night
20248002,Single,80,1:30,2024,11,Sunday,Weekend,Night
20242088,Single,80,2:10,2024,11,Sunday,Weekend,Night
20241173,Multiple,110,3:00,2024,11,Sunday,Weekend,Night
20241004,Single,50,6:00,2024,11,Sunday,Weekend,Day
20246004,Single,110,7:15,2024,11,Sunday,Weekend,Day
20241201,Single,50,8:10,2024,11,Sunday,Weekend,Day
20241029,Single,80,10:40,2024,11,Sunday,Weekend,Day
20243005,Single,60,11:00,2024,11,Sunday,Weekend,Day
20241261,Single,90,11:04,2024,11,Sunday,Weekend,Day
20244024,Single,80,11:30,2024,11,Sunday,Weekend,Day
20241215,Single,100,14:45,2024,11,Sunday,Weekend,Day
20243186,Single,80,17:00,2024,11,Sunday,Weekend,Day
20243208,Single,40,21:00,2024,11,Sunday,Weekend,Night
20241134,Single,80,0:01,2024,11,Thursday,Weekday,Night
20243040,Multiple,60,2:00,2024,11,Thursday,Weekday,Night
20241263,Single,50,4:00,2024,11,Thursday,Weekday,Night
20241302,Single,110,4:02,2024,11,Thursday,Weekday,Night
20241147,Single,50,5:45,2024,11,Thursday,Weekday,Night
20243248,Single,70,9:00,2024,11,Thursday,Weekday,Day
20243096,Single,50,9:00,2024,11,Thursday,Weekday,Day
20241150,Single,50,12:20,2024,11,Thursday,Weekday,Day
20241247,Single,100,13:30,2024,11,Thursday,Weekday,Day
20241234,Single,100,17:25,2024,11,Thursday,Weekday,Day
20242110,Single,80,17:44,2024,11,Thursday,Weekday,Day
20242052,Single,70,18:15,2024,11,Thursday,Weekday,Night
20243247,Single,100,5:00,2024,11,Tuesday,Weekday,Night
20243144,Single,100,6:00,2024,11,Tuesday,Weekday,Day
20241235,Single,80,10:45,2024,11,Tuesday,Weekday,Day
20243087,Multiple,100,11:00,2024,11,Tuesday,Weekday,Day
20244061,Single,110,11:48,2024,11,Tuesday,Weekday,Day
20241009,Single,80,11:58,2024,11,Tuesday,Weekday,Day
20241072,Single,60,12:00,2024,11,Tuesday,Weekday,Day
20243129,Single,100,12:00,2024,11,Tuesday,Weekday,Day
20242219,Single,100,12:25,2024,11,Tuesday,Weekday,Day
20241219,Single,80,12:37,2024,11,Tuesday,Weekday,Day
20244010,Single,100,12:55,2024,11,Tuesday,Weekday,Day
20244040,Single,50,14:33,2024,11,Tuesday,Weekday,Day
20243171,Single,100,16:00,2024,11,Tuesday,Weekday,Day
20242075,Single,80,16:40,2024,11,Tuesday,Weekday,Day
20243079,Single,100,17:00,2024,11,Tuesday,Weekday,Day
20241045,Single,50,20:10,2024,11,Tuesday,Weekday,Night
20243017,Multiple,100,23:00,2024,11,Tuesday,Weekday,Night
20241160,Single,50,17:15,2024,11,Wednesday,Weekday,Day
20241081,Single,100,18:00,2024,11,Wednesday,Weekday,Night
20241135,Single,100,21:50,2024,11,Wednesday,Weekday,Night
20241209,Single,110,22:08,2024,11,Wednesday,Weekday,Night
20242140,Multiple,100,6:50,2024,10,Friday,Weekday,Day
20242142,Single,100,7:15,2024,10,Friday,Weekday,Day
20243107,Single,80,10:00,2024,10,Friday,Weekday,Day
20243020,Single,60,11:00,2024,10,Friday,Weekday,Day
20241151,Single,100,11:22,2024,10,Friday,Weekday,Day
20243158,Single,100,15:00,2024,10,Friday,Weekday,Day
20241286,Single,80,15:50,2024,10,Friday,Weekday,Day
20243102,Single,80,16:00,2024,10,Friday,Weekday,Day
20241303,Single,100,16:22,2024,10,Friday,Weekday,Day
20246029,Single,50,16:58,2024,10,Friday,Weekday,Day
20248005,Single,80,17:50,2024,10,Friday,Weekday,Day
20244018,Single,110,19:57,2024,10,Friday,Weekend,Night
20241060,Multiple,80,20:00,2024,10,Friday,Weekend,Night
20242022,Single,60,22:20,2024,10,Friday,Weekend,Night
20241037,Single,70,22:45,2024,10,Friday,Weekend,Night
20241257,Single,50,23:38,2024,10,Friday,Weekend,Night
20241128,Single,100,0:25,2024,10,Monday,Weekend,Night
20243089,Single,60,2:00,2024,10,Monday,Weekend,Night
20242181,Single,100,6:30,2024,10,Monday,Weekday,Day
20243082,Single,100,8:00,2024,10,Monday,Weekday,Day
20243150,Single,100,14:00,2024,10,Monday,Weekday,Day
20243170,Single,60,18:00,2024,10,Monday,Weekday,Night
20243239,Single,100,18:00,2024,10,Monday,Weekday,Night
20242040,Single,100,2:10,2024,10,Saturday,Weekend,Night
20243084,Single,80,4:00,2024,10,Saturday,Weekend,Night
20241030,Single,80,5:06,2024,10,Saturday,Weekend,Night
20243127,Single,80,8:00,2024,10,Saturday,Weekend,Day
20243003,Single,100,12:00,2024,10,Saturday,Weekend,Day
20243266,Single,60,13:00,2024,10,Saturday,Weekend,Day
20241042,Single,80,13:10,2024,10,Saturday,Weekend,Day
20243121,Single,100,14:00,2024,10,Saturday,Weekend,Day
20241175,Single,50,20:10,2024,10,Saturday,Weekend,Night
20243072,Single,80,1:00,2024,10,Sunday,Weekend,Night
20244057,Single,90,3:45,2024,10,Sunday,Weekend,Night
20241091,Single,110,8:30,2024,10,Sunday,Weekend,Day
20243201,Single,100,9:00,2024,10,Sunday,Weekend,Day
20242135,Single,100,9:49,2024,10,Sunday,Weekend,Day
20243225,Single,80,10:00,2024,10,Sunday,Weekend,Day
20241167,Single,50,12:10,2024,10,Sunday,Weekend,Day
20244060,Single,100,13:00,2024,10,Sunday,Weekend,Day
20241268,Single,100,13:00,2024,10,Sunday,Weekend,Day
20244013,Single,60,13:29,2024,10,Sunday,Weekend,Day
20243235,Multiple,90,14:00,2024,10,Sunday,Weekend,Day
20244059,Multiple,110,14:42,2024,10,Sunday,Weekend,Day
20241266,Single,80,15:35,2024,10,Sunday,Weekend,Day
20243131,Single,60,16:00,2024,10,Sunday,Weekend,Day
20242080,Single,100,16:45,2024,10,Sunday,Weekend,Day
20241287,Single,100,4:50,2024,10,Thursday,Weekday,Night
20241152,Single,100,5:45,2024,10,Thursday,Weekday,Night
20243161,Single,100,8:00,2024,10,Thursday,Weekday,Day
20242042,Single,80,8:28,2024,10,Thursday,Weekday,Day
20243210,Single,60,9:00,2024,10,Thursday,Weekday,Day
20244025,Single,110,10:45,2024,10,Thursday,Weekday,Day
20243088,Single,50,13:00,2024,10,Thursday,Weekday,Day
20241211,Multiple,70,13:30,2024,10,Thursday,Weekday,Day
20242007,Single,100,13:54,2024,10,Thursday,Weekday,Day
20241204,Single,80,15:15,2024,10,Thursday,Weekday,Day
20244062,Single,80,16:30,2024,10,Thursday,Weekday,Day
20241137,Single,110,16:35,2024,10,Thursday,Weekday,Day
20243117,Single,60,17:00,2024,10,Thursday,Weekday,Day
20242081,Single,60,17:31,2024,10,Thursday,Weekday,Day
20243206,Single,60,19:00,2024,10,Thursday,Weekday,Night
20248003,Single,70,21:30,2024,10,Thursday,Weekday,Night
20244032,Single,110,0:18,2024,10,Tuesday,Weekday,Night
20241153,Single,60,4:00,2024,10,Tuesday,Weekday,Night
20242138,Single,100,5:15,2024,10,Tuesday,Weekday,Night
20243198,Single,100,6:00,2024,10,Tuesday,Weekday,Day
20242107,Single,40,14:30,2024,10,Tuesday,Weekday,Day
20243080,Single,100,18:00,2024,10,Tuesday,Weekday,Night
20242204,Single,80,18:15,2024,10,Tuesday,Weekday,Night
20242139,Single,50,20:20,2024,10,Tuesday,Weekday,Night
20241103,Single,80,13:45,2024,10,Wednesday,Weekday,Day
20242129,Single,100,15:18,2024,10,Wednesday,Weekday,Day
20244027,Single,80,15:34,2024,10,Wednesday,Weekday,Day
20243006,Single,50,16:00,2024,10,Wednesday,Weekday,Day
20243108,Single,100,17:00,2024,10,Wednesday,Weekday,Day
20243212,Single,70,18:00,2024,10,Wednesday,Weekday,Night
20241237,Single,50,18:45,2024,10,Wednesday,Weekday,Night
20241052,Single,100,21:27,2024,10,Wednesday,Weekday,Night
20241308,Single,50,23:30,2024,10,Wednesday,Weekday,Night
20246027,Single,50,2:42,2024,9,Friday,Weekday,Night
20244072,Single,50,8:00,2024,9,Friday,Weekday,Day
20241195,Single,80,12:00,2024,9,Friday,Weekday,Day
20244043,Single,50,12:18,2024,9,Friday,Weekday,Day
20241102,Single,60,12:40,2024,9,Friday,Weekday,Day
20243194,Single,60,14:00,2024,9,Friday,Weekday,Day
20243070,Single,100,17:00,2024,9,Friday,Weekday,Day
20243165,Single,80,18:00,2024,9,Friday,Weekend,Night
20241063,Single,70,18:45,2024,9,Friday,Weekend,Night
20241132,Single,60,20:18,2024,9,Friday,Weekend,Night
20241292,Single,60,20:30,2024,9,Friday,Weekend,Night
20241189,Single,100,21:00,2024,9,Friday,Weekend,Night
20241233,Multiple,110,21:22,2024,9,Friday,Weekend,Night
20242115,Single,100,10:09,2024,9,Monday,Weekday,Day
20242167,Single,60,11:50,2024,9,Monday,Weekday,Day
20241016,Single,100,13:30,2024,9,Monday,Weekday,Day
20243234,Single,60,14:00,2024,9,Monday,Weekday,Day
20246025,Single,80,14:00,2024,9,Monday,Weekday,Day
20241220,Single,80,14:15,2024,9,Monday,Weekday,Day
20241034,Single,50,17:30,2024,9,Monday,Weekday,Day
20242012,Single,50,17:38,2024,9,Monday,Weekday,Day
20243009,Multiple,60,1:00,2024,9,Saturday,Weekend,Night
20241269,Single,50,9:15,2024,9,Saturday,Weekend,Day
20242093,Single,50,10:05,2024,9,Saturday,Weekend,Day
20242176,Single,100,11:27,2024,9,Saturday,Weekend,Day
20242255,Single,100,15:47,2024,9,Saturday,Weekend,Day
20241066,Single,90,16:22,2024,9,Saturday,Weekend,Day
20242175,Single,100,17:35,2024,9,Saturday,Weekend,Day
20243207,Single,60,18:00,2024,9,Saturday,Weekend,Night
20242029,Single,60,19:06,2024,9,Saturday,Weekend,Night
20241246,Single,80,19:30,2024,9,Saturday,Weekend,Night
20241078,Single,70,22:08,2024,9,Saturday,Weekend,Night
20243064,Single,100,0:00,2024,9,Sunday,Weekend,Night
20241013,Multiple,100,1:15,2024,9,Sunday,Weekend,Night
20246019,Single,80,3:15,2024,9,Sunday,Weekend,Night
20242257,Single,50,10:04,2024,9,Sunday,Weekend,Day
20241138,Single,50,10:25,2024,9,Sunday,Weekend,Day
20244014,Single,40,13:00,2024,9,Sunday,Weekend,Day
20244069,Single,60,16:40,2024,9,Sunday,Weekend,Day
20242053,Single,100,16:40,2024,9,Sunday,Weekend,Day
20243111,Single,100,17:00,2024,9,Sunday,Weekend,Day
20243067,Single,100,19:00,2024,9,Sunday,Weekend,Night
20242186,Single,80,19:45,2024,9,Sunday,Weekend,Night
20242250,Single,60,21:20,2024,9,Sunday,Weekend,Night
20243167,Single,70,0:00,2024,9,Thursday,Weekday,Night
20243106,Single,70,4:00,2024,9,Thursday,Weekday,Night
20242098,Single,60,5:25,2024,9,Thursday,Weekday,Night
20241179,Single,80,6:50,2024,9,Thursday,Weekday,Day
20242070,Single,80,7:04,2024,9,Thursday,Weekday,Day
20243261,Single,100,8:00,2024,9,Thursday,Weekday,Day
20243227,Single,100,11:00,2024,9,Thursday,Weekday,Day
20242243,Single,50,11:30,2024,9,Thursday,Weekday,Day
20242102,Single,60,12:17,2024,9,Thursday,Weekday,Day
20241109,Single,100,21:05,2024,9,Thursday,Weekday,Night
20243187,Single,60,4:00,2024,9,Tuesday,Weekday,Night
20241301,Single,80,12:36,2024,9,Tuesday,Weekday,Day
20243135,Single,100,16:00,2024,9,Tuesday,Weekday,Day
20241248,Single,60,6:00,2024,9,Wednesday,Weekday,Day
20243268,Single,100,11:00,2024,9,Wednesday,Weekday,Day
20242071,Single,60,13:11,2024,9,Wednesday,Weekday,Day
20241020,Single,100,15:20,2024,9,Wednesday,Weekday,Day
20241294,Single,60,16:50,2024,9,Wednesday,Weekday,Day
20241304,Single,80,17:46,2024,9,Wednesday,Weekday,Day
20242123,Single,60,18:40,2024,9,Wednesday,Weekday,Night
20242144,Single,60,22:06,2024,9,Wednesday,Weekday,Night
20241199,Multiple,80,22:45,2024,9,Wednesday,Weekday,Night
20243066,Single,50,2:00,2024,8,Friday,Weekday,Night
20243233,Single,100,5:00,2024,8,Friday,Weekday,Night
20243203,Single,100,5:00,2024,8,Friday,Weekday,Night
20242209,Single,100,6:15,2024,8,Friday,Weekday,Day
20242056,Single,70,6:35,2024,8,Friday,Weekday,Day
20242130,Single,100,8:59,2024,8,Friday,Weekday,Day
20243109,Multiple,100,11:00,2024,8,Friday,Weekday,Day
20243010,Single,100,13:00,2024,8,Friday,Weekday,Day
20243181,Single,100,15:00,2024,8,Friday,Weekday,Day
20246018,Single,80,15:15,2024,8,Friday,Weekday,Day
20241071,Single,60,17:45,2024,8,Friday,Weekday,Day
20241186,Single,70,17:50,2024,8,Friday,Weekday,Day
20243078,Single,70,18:00,2024,8,Friday,Weekend,Night
20241223,Single,50,18:54,2024,8,Friday,Weekend,Night
20241221,Single,60,19:30,2024,8,Friday,Weekend,Night
20241143,Single,100,19:55,2024,8,Friday,Weekend,Night
20243242,Single,100,20:00,2024,8,Friday,Weekend,Night
20242189,Single,50,0:48,2024,8,Monday,Weekend,Night
20242170,Single,60,5:38,2024,8,Monday,Weekend,Night
20243043,Single,80,7:00,2024,8,Monday,Weekday,Day
20241140,Single,100,8:00,2024,8,Monday,Weekday,Day
20244063,Single,110,9:15,2024,8,Monday,Weekday,Day
20241131,Single,100,9:30,2024,8,Monday,Weekday,Day
20242172,Single,60,15:05,2024,8,Monday,Weekday,Day
20241111,Single,80,15:45,2024,8,Monday,Weekday,Day
20242055,Single,60,17:01,2024,8,Monday,Weekday,Day
20241017,Single,50,17:40,2024,8,Monday,Weekday,Day
20244067,Single,40,19:48,2024,8,Monday,Weekday,Night
20246024,Single,100,0:55,2024,8,Saturday,Weekend,Night
20241254,Multiple,80,3:30,2024,8,Saturday,Weekend,Night
20243011,Single,80,11:00,2024,8,Saturday,Weekend,Day
20246011,Single,80,13:00,2024,8,Saturday,Weekend,Day
20242177,Single,80,14:54,2024,8,Saturday,Weekend,Day
20241127,Single,50,16:20,2024,8,Saturday,Weekend,Day
20241210,Single,100,17:15,2024,8,Saturday,Weekend,Day
20242132,Multiple,100,18:16,2024,8,Saturday,Weekend,Night
20242184,Single,80,19:14,2024,8,Saturday,Weekend,Night
20241253,Single,100,21:00,2024,8,Saturday,Weekend,Night
20243024,Single,80,21:00,2024,8,Saturday,Weekend,Night
20242224,Single,60,23:25,2024,8,Saturday,Weekend,Night
20243031,Single,50,0:00,2024,8,Sunday,Weekend,Night
20242069,Single,60,0:40,2024,8,Sunday,Weekend,Night
20243156,Single,60,4:00,2024,8,Sunday,Weekend,Night
20242251,Single,60,6:48,2024,8,Sunday,Weekend,Day
20244034,Single,80,8:13,2024,8,Sunday,Weekend,Day
20242090,Single,100,10:50,2024,8,Sunday,Weekend,Day
20243231,Multiple,100,13:00,2024,8,Sunday,Weekend,Day
20242194,Single,100,15:25,2024,8,Sunday,Weekend,Day
20243142,Single,100,12:00,2024,8,Thursday,Weekday,Day
20242043,Single,50,12:28,2024,8,Thursday,Weekday,Day
20243124,Single,100,14:00,2024,8,Thursday,Weekday,Day
20244007,Single,80,15:31,2024,8,Thursday,Weekday,Day
20242060,Single,60,15:55,2024,8,Thursday,Weekday,Day
20243104,Single,60,16:00,2024,8,Thursday,Weekday,Day
20244041,Single,110,18:25,2024,8,Thursday,Weekday,Night
20246026,Single,70,21:52,2024,8,Thursday,Weekday,Night
20243021,Single,100,2:00,2024,8,Tuesday,Weekday,Night
20242155,Single,100,6:40,2024,8,Tuesday,Weekday,Day
20242032,Single,40,10:23,2024,8,Tuesday,Weekday,Day
20241285,Single,70,16:45,2024,8,Tuesday,Weekday,Day
20244066,Single,110,19:00,2024,8,Tuesday,Weekday,Night
20242064,Single,60,19:54,2024,8,Tuesday,Weekday,Night
20242164,Single,60,20:40,2024,8,Tuesday,Weekday,Night
20244035,Single,100,20:55,2024,8,Tuesday,Weekday,Night
20243018,Single,80,9:00,2024,8,Wednesday,Weekday,Day
20242086,Single,80,9:35,2024,8,Wednesday,Weekday,Day
20243217,Single,60,11:00,2024,8,Wednesday,Weekday,Day
20243251,Single,100,18:00,2024,8,Wednesday,Weekday,Night
20243058,Single,100,19:00,2024,8,Wednesday,Weekday,Night
20244046,Single,100,22:41,2024,8,Wednesday,Weekday,Night
20243085,Single,60,8:00,2024,7,Friday,Weekday,Day
20244039,Single,100,11:46,2024,7,Friday,Weekday,Day
20243240,Single,100,12:00,2024,7,Friday,Weekday,Day
20246002,Multiple,100,12:38,2024,7,Friday,Weekday,Day
20242099,Multiple,100,13:30,2024,7,Friday,Weekday,Day
20243063,Single,60,16:00,2024,7,Friday,Weekday,Day
20241176,Single,80,16:00,2024,7,Friday,Weekday,Day
20247022,Single,130,16:30,2024,7,Friday,Weekday,Day
20241086,Single,70,16:40,2024,7,Friday,Weekday,Day
20241224,Single,80,22:45,2024,7,Friday,Weekend,Night
20241265,Single,100,8:05,2024,7,Monday,Weekday,Day
20241202,Single,50,8:15,2024,7,Monday,Weekday,Day
20246023,Single,60,11:28,2024,7,Monday,Weekday,Day
20241293,Single,110,12:08,2024,7,Monday,Weekday,Day
20241299,Single,100,13:20,2024,7,Monday,Weekday,Day
20244078,Single,50,13:24,2024,7,Monday,Weekday,Day
20243164,Single,60,14:00,2024,7,Monday,Weekday,Day
20242201,Single,100,14:30,2024,7,Monday,Weekday,Day
20241307,Single,100,19:20,2024,7,Monday,Weekday,Night
20242074,Multiple,100,20:37,2024,7,Monday,Weekday,Night
20241243,Multiple,110,22:00,2024,7,Monday,Weekday,Night
20247034,Single,60,23:28,2024,7,Monday,Weekday,Night
20241260,Single,70,0:30,2024,7,Saturday,Weekend,Night
20243004,Single,80,2:00,2024,7,Saturday,Weekend,Night
20246014,Multiple,80,8:30,2024,7,Saturday,Weekend,Day
20242024,Single,60,9:07,2024,7,Saturday,Weekend,Day
20243169,Single,70,14:00,2024,7,Saturday,Weekend,Day
20243081,Multiple,100,14:00,2024,7,Saturday,Weekend,Day
20242169,Single,100,14:43,2024,7,Saturday,Weekend,Day
20241110,Single,50,15:00,2024,7,Saturday,Weekend,Day
20241082,Single,60,19:25,2024,7,Saturday,Weekend,Night
20241159,Single,100,0:01,2024,7,Sunday,Weekend,Night
20246022,Single,50,4:07,2024,7,Sunday,Weekend,Night
20241229,Single,80,6:30,2024,7,Sunday,Weekend,Day
20242026,Single,60,9:26,2024,7,Sunday,Weekend,Day
20242268,Single,80,10:24,2024,7,Sunday,Weekend,Day
20242238,Single,50,10:41,2024,7,Sunday,Weekend,Day
20242122,Single,60,11:10,2024,7,Sunday,Weekend,Day
20241046,Multiple,100,13:00,2024,7,Sunday,Weekend,Day
20243192,Single,100,14:00,2024,7,Sunday,Weekend,Day
20241032,Multiple,80,14:30,2024,7,Sunday,Weekend,Day
20241031,Single,80,14:45,2024,7,Sunday,Weekend,Day
20243254,Single,60,17:00,2024,7,Sunday,Weekend,Day
20243133,Single,100,17:00,2024,7,Sunday,Weekend,Day
20241203,Single,100,18:20,2024,7,Sunday,Weekend,Night
20243118,Single,60,3:00,2024,7,Thursday,Weekday,Night
20243173,Single,80,4:00,2024,7,Thursday,Weekday,Night
20243199,Single,40,6:00,2024,7,Thursday,Weekday,Day
20244003,Single,60,9:55,2024,7,Thursday,Weekday,Day
20241298,Single,50,10:00,2024,7,Thursday,Weekday,Day
20242112,Multiple,100,11:53,2024,7,Thursday,Weekday,Day
20243092,Single,100,12:00,2024,7,Thursday,Weekday,Day
20243042,Single,60,13:00,2024,7,Thursday,Weekday,Day
20244005,Single,100,16:13,2024,7,Thursday,Weekday,Day
20243178,Single,60,17:00,2024,7,Thursday,Weekday,Day
20244050,Single,50,17:45,2024,7,Thursday,Weekday,Day
20241208,Single,100,20:30,2024,7,Thursday,Weekday,Night
20242259,Single,100,6:20,2024,7,Tuesday,Weekday,Day
20242212,Single,50,7:00,2024,7,Tuesday,Weekday,Day
20243019,Single,60,9:00,2024,7,Tuesday,Weekday,Day
20241036,Single,90,11:45,2024,7,Tuesday,Weekday,Day
20242226,Single,50,14:10,2024,7,Tuesday,Weekday,Day
20247007,Single,110,14:13,2024,7,Tuesday,Weekday,Day
20243074,Single,60,15:00,2024,7,Tuesday,Weekday,Day
20241003,Single,100,15:30,2024,7,Tuesday,Weekday,Day
20241277,Single,100,16:35,2024,7,Tuesday,Weekday,Day
20241249,Single,50,17:50,2024,7,Tuesday,Weekday,Day
20242020,Single,60,17:57,2024,7,Tuesday,Weekday,Day
20242108,Single,60,18:59,2024,7,Tuesday,Weekday,Night
20243120,Single,60,19:00,2024,7,Tuesday,Weekday,Night
20242187,Single,100,19:30,2024,7,Tuesday,Weekday,Night
20243116,Multiple,100,22:00,2024,7,Tuesday,Weekday,Night
20242133,Single,60,0:00,2024,7,Wednesday,Weekday,Night
20241092,Single,60,1:35,2024,7,Wednesday,Weekday,Night
20242121,Single,60,6:05,2024,7,Wednesday,Weekday,Day
20243214,Single,100,9:00,2024,7,Wednesday,Weekday,Day
20241118,Single,100,9:30,2024,7,Wednesday,Weekday,Day
20243157,Single,70,10:00,2024,7,Wednesday,Weekday,Day
